ChIP-Seq dataset	diPWM	SIM-TY HT-SELEX	SIM-TY HOCOMOCO	monoPWM	SIM-TY HT-SELEX	SIM-TY HOCOMOCO	TF	BEST SIM-TY	SIM-TY CHECK	CONSISTENCY CHECK	MOTIF CHECK	CHANCE TO SAVE
PEAKS010411	dichipmunk_pcm/E2F1_HUMAN^PEAKS010411.pcm	0.010421092	0.034320521	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS010411.pcm	0.003362624	0.017889754	E2F1_HUMAN	0.034320521	FAIL	-	FAIL	+
PEAKS010528	dichipmunk_pcm/E2F1_HUMAN^PEAKS010528.pcm	6.08E-04	0.007251255	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS010528.pcm	8.48E-04	0.008673449	E2F1_HUMAN	0.008673449	FAIL	-	FAIL	+
PEAKS010582	dichipmunk_pcm/E2F1_HUMAN^PEAKS010582.pcm	0.03664863	0.043374198	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS010582.pcm	0.015394774	0.024802854	E2F1_HUMAN	0.043374198	FAIL	-	FAIL	+
PEAKS010623	dichipmunk_pcm/E2F1_HUMAN^PEAKS010623.pcm	0.078804034	0.05042006	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS010623.pcm	0.067130207	0.046129089	E2F1_HUMAN	0.078804034	FAIL	-	FAIL	+
PEAKS020222	dichipmunk_pcm/E2F1_HUMAN^PEAKS020222.pcm	0.012076436	0.016967481	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS020222.pcm	0.008839813	0.014088523	E2F1_HUMAN	0.016967481	FAIL	-	FAIL	+
PEAKS020234	dichipmunk_pcm/E2F1_HUMAN^PEAKS020234.pcm	0.015467394	0.017511501	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS020234.pcm	0.01368837	0.014635075	E2F1_HUMAN	0.017511501	FAIL	-	FAIL	+
PEAKS020699	dichipmunk_pcm/E2F1_HUMAN^PEAKS020699.pcm	0.07385224	0.067827774	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_HUMAN^PEAKS020699.pcm	0.072845952	0.053135265	E2F1_HUMAN	0.07385224	FAIL	-	FAIL	+
PEAKS010042	dichipmunk_pcm/E2F1_MOUSE^PEAKS010042.pcm	0.00200531	0.014720475	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F1_MOUSE^PEAKS010042.pcm	0.002184147	0.015741143	E2F1_MOUSE	0.015741143	FAIL	-	FAIL	+
PEAKS030131	dichipmunk_pcm/E2F2_HUMAN^PEAKS030131.pcm	9.18E-04	0.002701498	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F2_HUMAN^PEAKS030131.pcm	5.78E-04	0.002240533	E2F2_HUMAN	0.002701498	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030132	dichipmunk_pcm/E2F3_HUMAN^PEAKS030132.pcm	0.00232672	0.018629932	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F3_HUMAN^PEAKS030132.pcm	0.006708681	0.013615386	E2F3_HUMAN	0.018629932	FAIL	-	FAIL	+
PEAKS010443	dichipmunk_pcm/E2F3_MOUSE^PEAKS010443.pcm	0.002374618	0.008653078	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F3_MOUSE^PEAKS010443.pcm	9.37E-04	0.010042135	E2F3_MOUSE	0.010042135	FAIL	-	FAIL	+
PEAKS010444	dichipmunk_pcm/E2F3_MOUSE^PEAKS010444.pcm	9.74E-04	0.016122742	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F3_MOUSE^PEAKS010444.pcm	0.004078998	0.014551576	E2F3_MOUSE	0.016122742	FAIL	-	FAIL	+
PEAKS010073	dichipmunk_pcm/E2F4_HUMAN^PEAKS010073.pcm	0.002817571	0.020085523	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS010073.pcm	6.82E-04	0.005992713	E2F4_HUMAN	0.020085523	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010481	dichipmunk_pcm/E2F4_HUMAN^PEAKS010481.pcm	0.005570925	0.058728722	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS010481.pcm	0.005048658	0.082600755	E2F4_HUMAN	0.082600755	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020229	dichipmunk_pcm/E2F4_HUMAN^PEAKS020229.pcm	0.004608751	0.089937202	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS020229.pcm	0.007831658	0.09038339	E2F4_HUMAN	0.09038339	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020262	dichipmunk_pcm/E2F4_HUMAN^PEAKS020262.pcm	0.002550776	0.059831431	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS020262.pcm	0.005335012	0.069132645	E2F4_HUMAN	0.069132645	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020454	dichipmunk_pcm/E2F4_HUMAN^PEAKS020454.pcm	0.00707361	0.115874433	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS020454.pcm	0.010914737	0.185126827	E2F4_HUMAN	0.185126827	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020736	dichipmunk_pcm/E2F4_HUMAN^PEAKS020736.pcm	0.001830639	0.02263888	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS020736.pcm	0.002075502	0.022146126	E2F4_HUMAN	0.02263888	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030133	dichipmunk_pcm/E2F4_HUMAN^PEAKS030133.pcm	8.21E-04	0.005067263	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_HUMAN^PEAKS030133.pcm	8.79E-04	0.002422179	E2F4_HUMAN	0.005067263	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010186	dichipmunk_pcm/E2F4_MOUSE^PEAKS010186.pcm	0.00349033	0.048736802	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_MOUSE^PEAKS010186.pcm	0.005566023	0.039122458	E2F4_MOUSE	0.048736802	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020019	dichipmunk_pcm/E2F4_MOUSE^PEAKS020019.pcm	8.21E-04	0.007411775	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_MOUSE^PEAKS020019.pcm	8.96E-04	0.005421503	E2F4_MOUSE	0.007411775	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020380	dichipmunk_pcm/E2F4_MOUSE^PEAKS020380.pcm	0.008910629	0.133157574	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_MOUSE^PEAKS020380.pcm	0.029403888	0.273039818	E2F4_MOUSE	0.273039818	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020412	dichipmunk_pcm/E2F4_MOUSE^PEAKS020412.pcm	8.17E-04	0.045096956	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F4_MOUSE^PEAKS020412.pcm	0.002833218	0.053882459	E2F4_MOUSE	0.053882459	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000533	dichipmunk_pcm/E2F6_HUMAN^PEAKS000533.pcm	NA	0.140646539	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS000533.pcm	NA	0.130481822	E2F6_HUMAN	0.140646539	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020178	dichipmunk_pcm/E2F6_HUMAN^PEAKS020178.pcm	NA	0.069333128	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS020178.pcm	NA	0.040611096	E2F6_HUMAN	0.069333128	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020315	dichipmunk_pcm/E2F6_HUMAN^PEAKS020315.pcm	NA	0.090783981	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS020315.pcm	NA	0.108545829	E2F6_HUMAN	0.108545829	-	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020317	dichipmunk_pcm/E2F6_HUMAN^PEAKS020317.pcm	NA	0.051099859	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS020317.pcm	NA	0.015906924	E2F6_HUMAN	0.051099859	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020751	dichipmunk_pcm/E2F6_HUMAN^PEAKS020751.pcm	NA	0.124171639	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS020751.pcm	NA	0.148571902	E2F6_HUMAN	0.148571902	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020822	dichipmunk_pcm/E2F6_HUMAN^PEAKS020822.pcm	NA	0.165014925	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS020822.pcm	NA	0.193514741	E2F6_HUMAN	0.193514741	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021049	dichipmunk_pcm/E2F6_HUMAN^PEAKS021049.pcm	NA	0.133409631	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F6_HUMAN^PEAKS021049.pcm	NA	0.113445934	E2F6_HUMAN	0.133409631	-	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030134	dichipmunk_pcm/E2F7_HUMAN^PEAKS030134.pcm	0.014404113	0.022633846	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F7_HUMAN^PEAKS030134.pcm	0.015356982	0.014824258	E2F7_HUMAN	0.022633846	FAIL	IMPOSSIBLE	FAIL	+
PEAKS030135	dichipmunk_pcm/E2F8_HUMAN^PEAKS030135.pcm	0.007025933	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/E2F8_HUMAN^PEAKS030135.pcm	0.012478186	NA	E2F8_HUMAN	0.012478186	FAIL	IMPOSSIBLE	FAIL	-
PEAKS020156	dichipmunk_pcm/EGR1_HUMAN^PEAKS020156.pcm	0.023225199	0.028279587	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020156.pcm	0.032526338	0.036316911	EGR1_HUMAN	0.036316911	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020199	dichipmunk_pcm/EGR1_HUMAN^PEAKS020199.pcm	0.112661782	0.142489618	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020199.pcm	0.145373914	0.182457923	EGR1_HUMAN	0.182457923	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020307	dichipmunk_pcm/EGR1_HUMAN^PEAKS020307.pcm	0.163354142	0.204323258	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020307.pcm	0.16828223	0.218082554	EGR1_HUMAN	0.218082554	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020746	dichipmunk_pcm/EGR1_HUMAN^PEAKS020746.pcm	0.290131658	0.381177523	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020746.pcm	0.313331753	0.377986532	EGR1_HUMAN	0.381177523	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020917	dichipmunk_pcm/EGR1_HUMAN^PEAKS020917.pcm	0.228122153	0.30400117	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020917.pcm	0.250853718	0.318269285	EGR1_HUMAN	0.318269285	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020993	dichipmunk_pcm/EGR1_HUMAN^PEAKS020993.pcm	0.248034204	0.315465022	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020993.pcm	0.275853296	0.37257802	EGR1_HUMAN	0.37257802	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020994	dichipmunk_pcm/EGR1_HUMAN^PEAKS020994.pcm	0.272950407	0.353312767	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS020994.pcm	0.310267424	0.391953436	EGR1_HUMAN	0.391953436	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021060	dichipmunk_pcm/EGR1_HUMAN^PEAKS021060.pcm	0.271218292	0.346327896	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS021060.pcm	0.293508138	0.374995159	EGR1_HUMAN	0.374995159	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030352	dichipmunk_pcm/EGR1_HUMAN^PEAKS030352.pcm	0.161581545	0.195809151	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR1_HUMAN^PEAKS030352.pcm	0.18368795	0.215621564	EGR1_HUMAN	0.215621564	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030353	dichipmunk_pcm/EGR2_HUMAN^PEAKS030353.pcm	0.009571459	0.008488096	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EGR2_HUMAN^PEAKS030353.pcm	0.008779081	0.011432448	EGR2_HUMAN	0.011432448	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030263	dichipmunk_pcm/EHF_HUMAN^PEAKS030263.pcm	0.214580507	0.195689706	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EHF_HUMAN^PEAKS030263.pcm	0.157916343	0.179851576	EHF_HUMAN	0.214580507	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020063	dichipmunk_pcm/ELF1_HUMAN^PEAKS020063.pcm	0.299873722	0.27096392	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020063.pcm	0.349313687	0.306104696	ELF1_HUMAN	0.349313687	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020145	dichipmunk_pcm/ELF1_HUMAN^PEAKS020145.pcm	0.22555697	0.243152329	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020145.pcm	0.262657354	0.290811763	ELF1_HUMAN	0.290811763	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020401	dichipmunk_pcm/ELF1_HUMAN^PEAKS020401.pcm	0.220877558	0.258916993	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020401.pcm	0.252457435	0.293010713	ELF1_HUMAN	0.293010713	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020548	dichipmunk_pcm/ELF1_HUMAN^PEAKS020548.pcm	0.286936474	0.302654755	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020548.pcm	0.292049716	0.309579515	ELF1_HUMAN	0.309579515	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020717	dichipmunk_pcm/ELF1_HUMAN^PEAKS020717.pcm	0.241053396	0.235596727	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020717.pcm	0.205162036	0.223843157	ELF1_HUMAN	0.241053396	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020850	dichipmunk_pcm/ELF1_HUMAN^PEAKS020850.pcm	0.260777554	0.278607261	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020850.pcm	0.284207463	0.286665486	ELF1_HUMAN	0.286665486	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020858	dichipmunk_pcm/ELF1_HUMAN^PEAKS020858.pcm	0.213594262	0.263788042	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020858.pcm	0.248689739	0.315056609	ELF1_HUMAN	0.315056609	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020942	dichipmunk_pcm/ELF1_HUMAN^PEAKS020942.pcm	0.245857325	0.270089844	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS020942.pcm	0.279158272	0.317730129	ELF1_HUMAN	0.317730129	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS021075	dichipmunk_pcm/ELF1_HUMAN^PEAKS021075.pcm	0.271417963	0.299639809	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS021075.pcm	0.301592055	0.324163655	ELF1_HUMAN	0.324163655	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030043	dichipmunk_pcm/ELF1_HUMAN^PEAKS030043.pcm	0.171337199	0.232095078	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF1_HUMAN^PEAKS030043.pcm	0.202713799	0.265657668	ELF1_HUMAN	0.265657668	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030045	dichipmunk_pcm/ELF2_HUMAN^PEAKS030045.pcm	NA	0.110538556	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF2_HUMAN^PEAKS030045.pcm	NA	0.163619984	ELF2_HUMAN	0.163619984	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030047	dichipmunk_pcm/ELF3_HUMAN^PEAKS030047.pcm	0.003067381	0.006659208	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF3_HUMAN^PEAKS030047.pcm	0.001999357	0.00508526	ELF3_HUMAN	0.006659208	FAIL	IMPOSSIBLE	FAIL	-
PEAKS030049	dichipmunk_pcm/ELF4_HUMAN^PEAKS030049.pcm	0.005930342	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELF4_HUMAN^PEAKS030049.pcm	0.001099217	NA	ELF4_HUMAN	0.005930342	FAIL	IMPOSSIBLE	FAIL	-
PEAKS010027	dichipmunk_pcm/ELK1_HUMAN^PEAKS010027.pcm	0.00354312	0.002606602	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK1_HUMAN^PEAKS010027.pcm	0.003839284	0.002926468	ELK1_HUMAN	0.003839284	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020274	dichipmunk_pcm/ELK1_HUMAN^PEAKS020274.pcm	0.230971774	0.196530316	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK1_HUMAN^PEAKS020274.pcm	0.224174651	0.200569354	ELK1_HUMAN	0.230971774	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020361	dichipmunk_pcm/ELK1_HUMAN^PEAKS020361.pcm	0.016998531	0.015154935	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK1_HUMAN^PEAKS020361.pcm	0.006579743	0.002843656	ELK1_HUMAN	0.016998531	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS000532	dichipmunk_pcm/ELK4_HUMAN^PEAKS000532.pcm	0.052815915	0.044831085	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK4_HUMAN^PEAKS000532.pcm	0.03784401	0.031801902	ELK4_HUMAN	0.052815915	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010204	dichipmunk_pcm/ELK4_HUMAN^PEAKS010204.pcm	0.002706106	0.002338595	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK4_HUMAN^PEAKS010204.pcm	0.006129171	0.00413331	ELK4_HUMAN	0.006129171	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020092	dichipmunk_pcm/ELK4_HUMAN^PEAKS020092.pcm	0.256104006	0.215405755	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK4_HUMAN^PEAKS020092.pcm	0.253693429	0.218918713	ELK4_HUMAN	0.256104006	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020642	dichipmunk_pcm/ELK4_HUMAN^PEAKS020642.pcm	0.085751675	0.086388353	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ELK4_HUMAN^PEAKS020642.pcm	0.010863152	0.008580694	ELK4_HUMAN	0.086388353	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030195	dichipmunk_pcm/EMX1_HUMAN^PEAKS030195.pcm	0.005098488	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EMX1_HUMAN^PEAKS030195.pcm	0.006154494	NA	EMX1_HUMAN	0.006154494	FAIL	IMPOSSIBLE	FAIL	+
PEAKS010012	dichipmunk_pcm/EOMES_HUMAN^PEAKS010012.pcm	0.157041743	0.007472201	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EOMES_HUMAN^PEAKS010012.pcm	0.190909198	0.002984437	EOMES_HUMAN	0.190909198	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030016	dichipmunk_pcm/EOMES_HUMAN^PEAKS030016.pcm	0.001780783	0.003379133	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EOMES_HUMAN^PEAKS030016.pcm	0.002114455	0.004697205	EOMES_HUMAN	0.004697205	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030118	dichipmunk_pcm/EPAS1_HUMAN^PEAKS030118.pcm	NA	0.017574159	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/EPAS1_HUMAN^PEAKS030118.pcm	NA	0.012244926	EPAS1_HUMAN	0.017574159	FAIL	IMPOSSIBLE	FAIL	+
PEAKS030375	dichipmunk_pcm/ERF_HUMAN^PEAKS030375.pcm	0.002870498	NA	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERF_HUMAN^PEAKS030375.pcm	0.002805839	NA	ERF_HUMAN	0.002870498	FAIL	IMPOSSIBLE	FAIL	+
PEAKS010116	dichipmunk_pcm/ERG_HUMAN^PEAKS010116.pcm	0.020483446	0.018630813	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010116.pcm	0.006278113	0.00635477	ERG_HUMAN	0.020483446	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010117	dichipmunk_pcm/ERG_HUMAN^PEAKS010117.pcm	0.004510776	0.00422906	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010117.pcm	0.002360649	0.002114265	ERG_HUMAN	0.004510776	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010118	dichipmunk_pcm/ERG_HUMAN^PEAKS010118.pcm	0.193152159	0.168304224	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010118.pcm	0.264373939	0.223293839	ERG_HUMAN	0.264373939	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010119	dichipmunk_pcm/ERG_HUMAN^PEAKS010119.pcm	0.004283758	0.004381812	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010119.pcm	0.00550446	0.004737586	ERG_HUMAN	0.00550446	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010125	dichipmunk_pcm/ERG_HUMAN^PEAKS010125.pcm	0.004769669	0.004311209	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010125.pcm	0.006392707	0.005108247	ERG_HUMAN	0.006392707	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010226	dichipmunk_pcm/ERG_HUMAN^PEAKS010226.pcm	0.002253515	0.001839597	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010226.pcm	8.82E-04	0.003390799	ERG_HUMAN	0.003390799	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010336	dichipmunk_pcm/ERG_HUMAN^PEAKS010336.pcm	0.002895414	0.001938211	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010336.pcm	0.00268496	0.002347646	ERG_HUMAN	0.002895414	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010572	dichipmunk_pcm/ERG_HUMAN^PEAKS010572.pcm	0.003866989	0.004284679	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS010572.pcm	0.004451572	0.003424398	ERG_HUMAN	0.004451572	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030376	dichipmunk_pcm/ERG_HUMAN^PEAKS030376.pcm	9.41E-04	0.002284385	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERG_HUMAN^PEAKS030376.pcm	0.003452069	0.002809113	ERG_HUMAN	0.003452069	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS020681	dichipmunk_pcm/ERR1_HUMAN^PEAKS020681.pcm	0.164606788	0.204120183	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERR1_HUMAN^PEAKS020681.pcm	0.193969675	0.277456231	ERR1_HUMAN	0.277456231	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS030033	dichipmunk_pcm/ERR1_HUMAN^PEAKS030033.pcm	0.003717703	0.003228042	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERR1_HUMAN^PEAKS030033.pcm	0.007360894	0.004834385	ERR1_HUMAN	0.007360894	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010007	dichipmunk_pcm/ERR2_MOUSE^PEAKS010007.pcm	0.297945978	0.398929883	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ERR2_MOUSE^PEAKS010007.pcm	0.472312945	0.533323622	ERR2_MOUSE	0.533323622	PASS	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010015	dichipmunk_pcm/ESR1_HUMAN^PEAKS010015.pcm	0.004523984	0.004303493	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ESR1_HUMAN^PEAKS010015.pcm	0.00581042	0.005645934	ESR1_HUMAN	0.00581042	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
PEAKS010034	dichipmunk_pcm/ESR1_HUMAN^PEAKS010034.pcm	0.001482712	0.001495355	d:/Gbx/proj/chipseqmass.r1.kolpakov/process/mono/ESR1_HUMAN^PEAKS010034.pcm	0.001176742	0.001381808	ESR1_HUMAN	0.001495355	FAIL	NOT REQUIRED	NOT REQUIRED	NOT REQUIRED
